DateSpine,Q,SWEAvg,SWEMinus1,SWEMinus7,dSWE,precip,T,QMinus1,QMinus7
8/29/2007,156,0,0,0,0,9.028253524,18.41542354,158,137
8/30/2007,151,0,0,0,0,9.028084881,19.39348065,156,130
8/31/2007,149,0,0,0,0,5.385212521,19.30158931,151,126
9/1/2007,154,0,0,0,0,7.608145273,19.11468692,149,123
9/2/2007,144,0,0,0,0,7.603389043,20.35804114,154,113
9/3/2007,124,0,0,0,0,6.350516865,19.17165586,144,116
9/4/2007,118,0,0,0,0,3.881381648,19.01176378,124,158
9/5/2007,141,0,0,0,0,4.712712667,16.73922111,118,156
9/6/2007,223,0,0,0,0,18.24519272,13.74731828,141,151
9/7/2007,256,0,0,0,0,20.50504077,13.79025219,223,149
9/8/2007,224,0,0,0,0,18.58785364,15.02369485,256,154
9/9/2007,241,0,0,0,0,18.58627193,12.8038452,224,144
9/10/2007,279,0,0,0,0,19.06144031,10.34097387,241,124
9/11/2007,267,0,0,0,0,17.44005061,12.41848468,279,118
9/12/2007,223,0,0,0,0,16.58259139,14.62215074,267,141
9/13/2007,191,0,0,0,0,3.050111337,15.83215329,223,223
9/14/2007,169,0,0,0,0,0.806218741,15.90283008,191,256
9/15/2007,153,0,0,0,0,0.557232208,15.86571635,169,224
9/16/2007,162,0,0,0,0,0.938692391,15.31752324,153,241
9/17/2007,174,0,0,0,0,13.76761153,12.4722633,162,279
9/18/2007,189,0,0,0,0,22.1323567,10.71214536,174,267
9/19/2007,330,0,0,0,0,22.12883287,13.22797368,189,223
9/20/2007,627,0,0,0,0,22.12883287,14.91731321,330,191
9/21/2007,433,0,0,0,0,22.11287741,14.70440928,627,169
9/22/2007,319,0,0,0,0,22.05093629,15.68763643,433,153
9/23/2007,339,0,0,0,0,25.58690079,9.490038909,319,162
9/24/2007,404,0,0,0,0,25.06546935,4.28445672,339,174
9/25/2007,324,0.14,0,0,0.14,24.33476381,5.104057863,404,189
9/26/2007,290,0.04,0.14,0,0.04,24.5280747,7.146370524,324,330
9/27/2007,444,0,0.04,0,0,24.5280747,10.0618108,290,627
9/28/2007,457,0,0,0,0,24.5280747,11.88768351,444,433
9/29/2007,405,0,0,0,0,24.76972139,9.928471188,457,319
9/30/2007,410,0.04,0,0,0.04,29.69431151,5.432445564,405,339
10/1/2007,373,0,0.04,0,0,21.88564215,9.51953493,410,404
10/2/2007,404,0.28,0,0.14,0.14,23.84913187,5.989840053,373,324
10/3/2007,484,0.3,0.28,0.04,0.26,27.98057288,9.850722226,404,290
10/4/2007,682,0.26,0.3,0,0.26,27.98057288,12.98009929,484,444
10/5/2007,802,0.06,0.26,0,0.06,28.03727394,13.82164861,682,457
10/6/2007,754,0,0.06,0,0,28.21791975,6.447264786,802,405
10/7/2007,759,0,0,0.04,-0.04,25.9337307,1.858097611,754,410
10/8/2007,735,0,0,0,0,23.84552615,6.417728091,759,373
10/9/2007,660,0,0,0.28,-0.28,14.25199084,10.16749618,735,404
10/10/2007,602,0,0,0.3,-0.3,9.926595518,12.2126953,660,484
10/11/2007,550,0,0,0.26,-0.26,9.926595518,9.918901465,602,682
10/12/2007,552,0,0,0.06,-0.06,9.86989446,10.41616025,550,802
10/13/2007,520,0,0,0,0,9.447601957,8.095605929,552,754
10/14/2007,535,0,0,0,0,7.582397077,5.043834279,520,759
10/15/2007,494,0,0,0,0,8.550682619,5.253493151,535,735
10/16/2007,488,0,0,0,0,8.546688585,7.166399244,494,660
10/17/2007,504,0.04,0,0,0.04,8.56776463,3.181376331,488,602
10/18/2007,501,0.62,0.04,0,0.62,12.88099795,1.542201633,504,550
10/19/2007,488,0.76,0.62,0,0.76,14.89076315,7.117987541,501,552
10/20/2007,531,0.82,0.76,0,0.82,15.23737754,5.987970221,488,520
10/21/2007,571,1.16,0.82,0,1.16,20.62793826,-2.162063543,531,535
10/22/2007,584,1.46,1.16,0,1.46,24.14584623,-2.698412548,571,494
10/23/2007,607,1.56,1.46,0,1.56,24.19788628,3.937072726,584,488
10/24/2007,599,1.5,1.56,0.04,1.46,24.17681023,7.636399916,607,504
10/25/2007,600,1.34,1.5,0.62,0.72,19.86357692,9.065172956,599,501
10/26/2007,593,1.26,1.34,0.76,0.5,17.85381171,7.696264467,600,488
10/27/2007,623,1.24,1.26,0.82,0.42,17.50719732,5.231052949,593,531
10/28/2007,638,1.24,1.24,1.16,0.08,7.424015731,7.371225654,623,571
10/29/2007,675,1.24,1.24,1.46,-0.22,0.052040052,8.42991738,638,584
10/30/2007,675,1.26,1.24,1.56,-0.3,0,7.092198265,675,607
10/31/2007,653,1.4,1.26,1.5,-0.1,3.260394275,4.272307563,675,599
11/1/2007,624,1.48,1.4,1.34,0.14,3.887168519,4.064605907,653,600
11/2/2007,654,1.48,1.48,1.26,0.22,3.887168519,2.59810946,624,593
11/3/2007,688,1.46,1.48,1.24,0.22,3.887168519,3.272332239,654,623
11/4/2007,658,1.46,1.46,1.24,0.22,3.887168519,5.45405309,688,638
11/5/2007,608,1.46,1.46,1.24,0.22,3.887168519,5.659768403,658,675
11/6/2007,557,1.46,1.46,1.26,0.2,3.887168519,5.461363657,608,675
11/7/2007,539,1.44,1.46,1.4,0.04,0.626774244,5.599082224,557,653
11/8/2007,519,1.4,1.44,1.48,-0.08,0,6.243832196,539,624
11/9/2007,495,1.4,1.4,1.48,-0.08,0,6.614047269,519,654
11/10/2007,461,1.44,1.4,1.46,-0.02,0.013359901,7.484920101,495,688
11/11/2007,447,1.4,1.44,1.46,-0.06,0.013359901,4.913100379,461,658
11/12/2007,448,1.4,1.4,1.46,-0.06,0.040336032,4.765503035,447,608
11/13/2007,469,1.4,1.4,1.46,-0.06,0.040336032,5.629023965,448,557
11/14/2007,458,1.58,1.4,1.44,0.14,0.877028423,-1.176946589,469,539
11/15/2007,446,1.58,1.58,1.4,0.18,0.900838438,1.312653521,458,519
11/16/2007,476,1.58,1.58,1.4,0.18,0.900838438,4.374462861,446,495
11/17/2007,493,1.58,1.58,1.44,0.14,0.887478538,4.553794158,476,461
11/18/2007,441,1.62,1.58,1.4,0.22,1.008456847,5.760688856,493,447
11/19/2007,440,1.62,1.62,1.4,0.22,0.981480716,7.943776596,441,448
11/20/2007,461,1.66,1.62,1.4,0.26,0.981480716,1.179809681,440,469
11/21/2007,466,1.7,1.66,1.58,0.12,0.75502312,-7.35800891,461,458
11/22/2007,421,1.84,1.7,1.58,0.26,1.369314645,-6.614115151,466,446
11/23/2007,384,1.86,1.84,1.58,0.28,1.369314645,-6.919853194,421,476
11/24/2007,340,1.88,1.86,1.58,0.3,1.369314645,-6.000070948,384,493
11/25/2007,301,1.9,1.88,1.62,0.28,1.271385363,-2.18507927,340,441
11/26/2007,328,2.08,1.9,1.62,0.46,1.271385363,-1.954446545,301,440
11/27/2007,344,2.18,2.08,1.66,0.52,1.772812387,-0.885683346,328,461
11/28/2007,334,2.36,2.18,1.7,0.66,3.195238366,-7.143088766,344,466
11/29/2007,307,2.52,2.36,1.84,0.68,3.791963158,-5.98576184,334,421
11/30/2007,300,2.58,2.52,1.86,0.72,3.909727698,-1.028784972,307,384
12/1/2007,313,2.98,2.58,1.88,1.1,18.12064632,-1.987551388,300,340
12/2/2007,301,3.86,2.98,1.9,1.96,35.50297816,-7.817860267,313,301
12/3/2007,292,3.88,3.86,2.08,1.8,38.1105271,-3.674439916,301,328
12/4/2007,298,3.92,3.88,2.18,1.74,37.90236257,-0.321465517,292,344
12/5/2007,280,3.98,3.92,2.36,1.62,36.07221646,0.054329968,298,334
12/6/2007,233,4.24,3.98,2.52,1.72,36.64300101,-1.076655804,280,307
12/7/2007,237,4.7,4.24,2.58,2.12,43.07268784,-0.896229559,233,300
12/8/2007,233,5.32,4.7,2.98,2.34,40.2779558,-4.559465458,237,313
12/9/2007,227,5.44,5.32,3.86,1.58,25.85346014,-7.858628242,233,301
12/10/2007,222,5.5,5.44,3.88,1.62,26.16434684,-8.044313694,227,292
12/11/2007,222,5.62,5.5,3.92,1.7,28.87098401,-9.747959098,222,298
12/12/2007,218,5.66,5.62,3.98,1.68,30.20229628,-10.78600566,222,280
12/13/2007,215,5.7,5.66,4.24,1.46,28.64000614,-9.960637179,218,233
12/14/2007,213,5.72,5.7,4.7,1.02,22.9195889,-13.26061462,215,237
12/15/2007,212,5.74,5.72,5.32,0.42,11.88227093,-14.7948449,213,233
12/16/2007,216,5.84,5.74,5.44,0.4,9.239825693,-7.871287096,212,227
12/17/2007,215,5.86,5.84,5.5,0.36,6.492196973,-6.209009061,216,222
12/18/2007,218,5.92,5.86,5.62,0.3,3.848504277,-5.491382299,215,222
12/19/2007,210,6,5.92,5.66,0.34,3.255388381,-3.743765353,218,218
12/20/2007,203,6.16,6,5.7,0.46,6.081185247,-3.365245147,210,215
12/21/2007,207,6.66,6.16,5.72,0.94,14.83118673,-7.851192475,203,213
12/22/2007,205,6.98,6.66,5.74,1.24,19.66892626,-13.68864242,207,212
12/23/2007,210,7.02,6.98,5.84,1.18,20.84337318,-9.16944491,205,216
12/24/2007,211,7.48,7.02,5.86,1.62,25.43982364,-4.854368149,210,215
12/25/2007,209,7.88,7.48,5.92,1.96,30.09861209,-10.26631399,211,218
12/26/2007,208,8.02,7.88,6,2.02,31.64962165,-13.82285591,209,210
12/27/2007,211,8.08,8.02,6.16,1.92,29.9998621,-15.39144835,208,203
12/28/2007,210,8.1,8.08,6.66,1.44,20.67013579,-17.10679387,211,207
12/29/2007,211,8.26,8.1,6.98,1.28,16.51147629,-12.20056403,210,205
12/30/2007,211,8.66,8.26,7.02,1.64,18.16229993,-9.119912238,211,210
12/31/2007,209,9.26,8.66,7.48,1.78,17.26250375,-13.18051904,211,211
1/1/2008,207,9.5,9.26,7.88,1.62,12.91688313,-15.5160589,209,209
1/2/2008,207,9.54,9.5,8.02,1.52,10.86089037,-10.20587306,207,208
1/3/2008,208,9.64,9.54,8.08,1.56,9.941466834,-6.087076356,207,211
1/4/2008,209,9.7,9.64,8.1,1.6,10.07183091,-2.159678052,208,210
1/5/2008,211,9.74,9.7,8.26,1.48,9.338719247,-1.357699182,209,211
1/6/2008,209,10.36,9.74,8.66,1.7,17.36986461,-4.2526132,211,211
1/7/2008,206,10.76,10.36,9.26,1.5,17.65934878,-9.273366175,209,209
1/8/2008,205,10.8,10.76,9.5,1.3,17.49983806,-10.52759778,206,207
1/9/2008,209,11.02,10.8,9.54,1.48,23.32701048,-7.834322034,205,207
1/10/2008,208,11.6,11.02,9.64,1.96,37.66581161,-10.67724663,209,208
1/11/2008,209,11.8,11.6,9.7,2.1,42.58743041,-6.96604803,208,209
1/12/2008,209,12.56,11.8,9.74,2.82,50.10315742,-7.089072954,209,211
1/13/2008,207,12.96,12.56,10.36,2.6,40.78605594,-7.543444509,209,209
1/14/2008,204,13.08,12.96,10.76,2.32,37.15536071,-9.054973832,207,206
1/15/2008,205,13.1,13.08,10.8,2.3,36.67246159,-9.592959837,204,205
1/16/2008,202,13.3,13.1,11.02,2.28,31.46642132,-16.49070361,205,209
1/17/2008,203,13.3,13.3,11.6,1.7,16.79113869,-18.51286941,202,208
1/18/2008,205,13.5,13.3,11.8,1.7,14.24136159,-13.27786496,203,209
1/19/2008,209,13.68,13.5,12.56,1.12,8.183909848,-11.3364765,205,209
1/20/2008,213,14,13.68,12.96,1.04,9.210986172,-6.426104851,209,207
1/21/2008,211,14.2,14,13.08,1.12,10.56239547,-11.57029931,213,204
1/22/2008,209,14.3,14.2,13.1,1.2,12.35710765,-14.09320904,211,205
1/23/2008,209,14.58,14.3,13.3,1.28,12.94241198,-12.16166117,209,202
1/24/2008,213,14.66,14.58,13.3,1.36,13.28655109,-9.402577923,209,203
1/25/2008,219,14.86,14.66,13.5,1.36,12.31501515,-7.913055625,213,205
1/26/2008,219,15.04,14.86,13.68,1.36,11.90085213,-4.976473583,219,209
1/27/2008,222,15.24,15.04,14,1.24,10.15735493,-3.83806318,219,213
1/28/2008,225,15.48,15.24,14.2,1.28,10.73438062,-5.95489837,222,211
1/29/2008,220,15.68,15.48,14.3,1.38,16.63476816,-12.91085473,225,209
1/30/2008,220,15.88,15.68,14.58,1.3,18.61066524,-11.98443013,220,209
1/31/2008,222,16.24,15.88,14.66,1.58,25.37020434,-14.22632249,220,213
2/1/2008,225,16.66,16.24,14.86,1.8,28.48884258,-10.4497684,222,219
2/2/2008,225,17.24,16.66,15.04,2.2,33.72706523,-11.18544999,225,219
2/3/2008,228,17.54,17.24,15.24,2.3,33.94907629,-8.021878573,225,222
2/4/2008,227,17.84,17.54,15.48,2.36,36.61730178,-8.762416519,228,225
2/5/2008,227,18.02,17.84,15.68,2.34,31.274848,-13.44246189,227,220
2/6/2008,233,18.08,18.02,15.88,2.2,28.13856221,-12.48603828,227,220
2/7/2008,233,18.5,18.08,16.24,2.26,25.16021483,-10.40521594,233,222
2/8/2008,244,19.2,18.5,16.66,2.54,26.98911444,-8.101292094,233,225
2/9/2008,256,19.68,19.2,17.24,2.44,23.47504964,-3.153676718,244,225
2/10/2008,253,19.94,19.68,17.54,2.4,23.84863647,-3.631337818,256,228
2/11/2008,260,20.08,19.94,17.84,2.24,19.19085879,-3.359065356,253,227
2/12/2008,263,20.28,20.08,18.02,2.26,17.34927621,-2.452508856,260,227
2/13/2008,265,20.64,20.28,18.08,2.56,17.98960629,-0.589326616,263,233
2/14/2008,260,20.78,20.64,18.5,2.28,18.57114506,-5.207783384,265,233
2/15/2008,260,20.88,20.78,19.2,1.68,15.6012609,-6.149390261,260,244
2/16/2008,260,20.98,20.88,19.68,1.3,12.50815383,-6.881965236,260,256
2/17/2008,260,21.26,20.98,19.94,1.32,12.02230019,-8.153815116,260,253
2/18/2008,258,21.4,21.26,20.08,1.32,13.0736484,-8.187311286,260,260
2/19/2008,259,21.42,21.4,20.28,1.14,12.61815789,-5.46501206,258,263
2/20/2008,270,21.54,21.42,20.64,0.9,11.74185647,-4.216274444,259,265
2/21/2008,283,21.62,21.54,20.78,0.84,7.101748133,-2.095038845,270,260
2/22/2008,280,21.68,21.62,20.88,0.8,3.346115311,-2.194805851,283,260
2/23/2008,281,21.74,21.68,20.98,0.76,3.529133915,-2.236035337,280,260
2/24/2008,288,21.82,21.74,21.26,0.56,2.890578021,-0.604868983,281,260
2/25/2008,288,22.2,21.82,21.4,0.8,5.658435782,-1.714674854,288,258
2/26/2008,283,22.6,22.2,21.42,1.18,10.92261652,-3.540674983,288,259
2/27/2008,283,23.08,22.6,21.54,1.54,11.72113171,-2.518476223,283,270
2/28/2008,288,23.2,23.08,21.62,1.58,11.70109171,-0.511118717,283,283
2/29/2008,288,23.22,23.2,21.68,1.54,11.70109171,-0.709560209,288,280
3/1/2008,291,23.3,23.22,21.74,1.56,11.5180731,1.699776419,288,281
3/2/2008,285,23.52,23.3,21.82,1.7,16.35299861,-7.288802168,291,288
3/3/2008,287,23.76,23.52,22.2,1.56,16.0649546,-9.535551461,285,288
3/4/2008,293,23.86,23.76,22.6,1.26,11.27625039,-6.391518118,287,283
3/5/2008,292,24,23.86,23.08,0.92,11.9548786,-7.616520073,293,283
3/6/2008,288,24.08,24,23.2,0.88,12.59041855,-9.214402011,292,288
3/7/2008,292,24.24,24.08,23.22,1.02,13.18061711,-6.240141067,288,288
3/8/2008,297,24.44,24.24,23.3,1.14,14.18757842,-3.77387258,292,291
3/9/2008,293,24.48,24.44,23.52,0.96,8.939402976,-4.023546237,297,285
3/10/2008,300,24.5,24.48,23.76,0.74,4.981016613,-3.310324899,293,287
3/11/2008,302,24.5,24.5,23.86,0.64,4.423002274,-2.173423553,300,293
3/12/2008,303,24.7,24.5,24,0.7,2.931899018,-1.357436141,302,292
3/13/2008,305,24.8,24.7,24.08,0.72,2.08618479,-3.117519628,303,288
3/14/2008,316,25.32,24.8,24.24,1.08,6.019609441,-3.18715765,305,292
3/15/2008,330,25.4,25.32,24.44,0.96,5.75085722,-4.145346589,316,297
3/16/2008,356,25.46,25.4,24.48,0.98,5.906047637,-2.65353535,330,293
3/17/2008,392,25.48,25.46,24.5,0.98,6.295828321,-3.089350815,356,300
3/18/2008,470,25.5,25.48,24.5,1,6.298206777,-3.135714388,392,302
3/19/2008,554,25.58,25.5,24.7,0.88,6.49671256,0.507773596,470,303
3/20/2008,711,25.76,25.58,24.8,0.96,6.930867971,-0.109814569,554,305
3/21/2008,897,25.94,25.76,25.32,0.62,3.42981077,-1.69207455,711,316
3/22/2008,1070,26.02,25.94,25.4,0.62,2.701059379,-4.606616935,897,330
3/23/2008,1040,26.04,26.02,25.46,0.58,2.326597,-4.694670279,1070,356
3/24/2008,1030,26.14,26.04,25.48,0.66,1.928534175,1.297223567,1040,392
3/25/2008,1090,26.38,26.14,25.5,0.88,2.045997637,4.031612907,1030,470
3/26/2008,1300,26.42,26.38,25.58,0.84,1.615647435,4.102729602,1090,554
3/27/2008,1730,26.7,26.42,25.76,0.94,2.0391839,-3.445127725,1300,711
3/28/2008,1510,26.84,26.7,25.94,0.9,2.380310102,-4.181402512,1730,897
3/29/2008,1320,27.02,26.84,26.02,1,4.034862422,2.295096263,1510,1070
3/30/2008,1160,27.22,27.02,26.04,1.18,9.080884966,-0.600503729,1320,1040
3/31/2008,1210,27.96,27.22,26.14,1.82,22.92802198,-6.694995622,1160,1030
4/1/2008,1310,28.26,27.96,26.38,1.88,26.76578885,-8.421424966,1210,1090
4/2/2008,1130,28.46,28.26,26.42,2.04,28.76005835,-0.94924396,1310,1300
4/3/2008,943,28.76,28.46,26.7,2.06,30.02910194,-1.709925252,1130,1730
4/4/2008,958,28.86,28.76,26.84,2.02,28.93893126,-0.795247982,943,1510
4/5/2008,1030,29.06,28.86,27.02,2.04,27.9970624,-0.749876689,958,1320
4/6/2008,1010,29.3,29.06,27.22,2.08,25.02003274,-2.01207643,1030,1160
4/7/2008,1160,29.64,29.3,27.96,1.68,14.32370101,-0.054355915,1010,1210
4/8/2008,1250,30.18,29.64,28.26,1.92,15.12180609,-1.078965816,1160,1310
4/9/2008,1250,30.4,30.18,28.46,1.94,14.64332801,1.693367311,1250,1130
4/10/2008,1200,30.84,30.4,28.76,2.08,17.81094023,-0.613484491,1250,943
4/11/2008,1350,31.58,30.84,28.86,2.72,26.39148838,-2.954849194,1200,958
4/12/2008,1530,32,31.58,29.06,2.94,31.34178232,-1.533564876,1350,1030
4/13/2008,1380,32.16,32,29.3,2.86,29.83767903,2.535934359,1530,1010
4/14/2008,1240,32.4,32.16,29.64,2.76,26.75398498,6.708574485,1380,1160
4/15/2008,1450,32.16,32.4,30.18,1.98,22.03111704,6.660208814,1240,1250
4/16/2008,2480,31.7,32.16,30.4,1.3,20.51532563,-1.918559736,1450,1250
4/17/2008,4950,31.56,31.7,30.84,0.72,15.22097794,-0.519549894,2480,1200
4/18/2008,4750,31.64,31.56,31.58,0.06,6.370681102,3.765130946,4950,1350
4/19/2008,4180,31.48,31.64,32,-0.52,0.698245986,8.698113434,4750,1530
4/20/2008,4960,30.86,31.48,32.16,-1.3,0.133356403,4.896430945,4180,1380
4/21/2008,6910,30.46,30.86,32.4,-1.94,0.03661877,0.716749647,4960,1240
4/22/2008,7500,30.36,30.46,32.16,-1.8,0.003772836,4.881161756,6910,1450
4/23/2008,6530,29.96,30.36,31.7,-1.74,0.003772836,7.675733412,7500,2480
4/24/2008,6630,29.58,29.96,31.56,-1.98,0.003772836,2.861148915,6530,4950
4/25/2008,7460,29.78,29.58,31.64,-1.86,2.313706944,0.811747012,6630,4750
4/26/2008,6660,30,29.78,31.48,-1.48,4.795297049,0.455146863,7460,4180
4/27/2008,5340,30.06,30,30.86,-0.8,5.075628926,2.404813531,6660,4960
4/28/2008,4310,29.9,30.06,30.46,-0.56,5.075628926,7.582470086,5340,6910
4/29/2008,4150,29.46,29.9,30.36,-0.9,5.128815789,10.12226667,4310,7500
4/30/2008,5210,28.82,29.46,29.96,-1.14,5.128815789,6.899780527,4150,6530
5/1/2008,6360,28.36,28.82,29.58,-1.22,10.04516124,-1.676166746,5210,6630
5/2/2008,7630,28.78,28.36,29.78,-1,18.98165225,-1.860715815,6360,7460
5/3/2008,6770,28.96,28.78,30,-1.04,19.35670077,1.438606631,7630,6660
5/4/2008,5810,28.94,28.96,30.06,-1.12,19.32034419,6.792282264,6770,5340
5/5/2008,5580,28.66,28.94,29.9,-1.24,19.32034419,10.30214615,5810,4310
5/6/2008,5880,27.8,28.66,29.46,-1.66,19.26715732,10.78519444,5580,4150
5/7/2008,7250,26.84,27.8,28.82,-1.98,19.26715732,9.74099382,5880,5210
5/8/2008,9700,26.12,26.84,28.36,-2.24,19.5460062,6.438556942,7250,6360
5/9/2008,13100,25.84,26.12,28.78,-2.94,12.19160534,6.501591513,9700,7630
5/10/2008,13700,26.12,25.84,28.96,-2.84,13.80053554,4.031482504,13100,6770
5/11/2008,10900,26.24,26.12,28.94,-2.7,16.46249118,7.930267157,13700,5810
5/12/2008,8860,26.04,26.24,28.66,-2.62,17.6027928,4.969534018,10900,5580
5/13/2008,9320,26.2,26.04,27.8,-1.6,25.76920128,4.392118521,8860,5880
5/14/2008,8920,26.14,26.2,26.84,-0.7,27.70861305,4.612590062,9320,7250
5/15/2008,8160,26.08,26.14,26.12,-0.04,24.9846297,6.298233037,8920,9700
5/16/2008,7430,26.02,26.08,25.84,0.18,22.04618846,10.49852412,8160,13100
5/17/2008,7560,25.8,26.02,26.12,-0.32,17.58061963,12.26378456,7430,13700
5/18/2008,8810,24.94,25.8,26.24,-1.3,14.6746887,13.89824336,7560,10900
5/19/2008,11900,23.96,24.94,26.04,-2.08,13.53438708,15.24444456,8810,8860
5/20/2008,14600,22.7,23.96,26.2,-3.5,5.367978602,15.5153504,11900,9320
5/21/2008,17000,21.9,22.7,26.14,-4.24,3.432485135,12.62833831,14600,8920
5/22/2008,19400,20.76,21.9,26.08,-5.32,3.409329921,5.452988372,17000,8160
5/23/2008,21800,20.36,20.76,26.02,-5.66,8.648721451,6.054556355,19400,7430
5/24/2008,21400,20.12,20.36,25.8,-5.68,13.94205531,5.988596494,21800,7560
5/25/2008,15400,19.88,20.12,24.94,-5.06,16.22418812,8.023497423,21400,8810
5/26/2008,12300,19.48,19.88,23.96,-4.48,16.33844807,9.404363542,15400,11900
5/27/2008,11100,18.86,19.48,22.7,-3.84,16.72025835,8.732632851,12300,14600
5/28/2008,11600,18.24,18.86,21.9,-3.66,16.84097099,12.45218643,11100,17000
5/29/2008,12500,17.48,18.24,20.76,-3.28,14.39291522,11.08492026,11600,19400
5/30/2008,13400,16.72,17.48,20.36,-3.64,8.196167834,9.90821261,12500,21800
5/31/2008,14400,16.06,16.72,20.12,-4.06,2.902833975,11.84643989,13400,21400
6/1/2008,14300,15.34,16.06,19.88,-4.54,0.620701163,14.71555461,14400,15400
6/2/2008,14600,14.6,15.34,19.48,-4.88,0.506441212,14.92830966,14300,12300
6/3/2008,15500,13.34,14.6,18.86,-5.52,0.124630933,12.09073798,14600,11100
6/4/2008,16700,12.62,13.34,18.24,-5.62,5.183353854,6.85637984,15500,11600
6/5/2008,17700,12.48,12.62,17.48,-5,15.86127719,7.635503057,16700,12500
6/6/2008,18300,12.84,12.48,16.72,-3.88,22.86713929,10.04361516,17700,13400
6/7/2008,15900,12.48,12.84,16.06,-3.58,23.44822071,6.094809851,18300,14400
6/8/2008,13600,11.78,12.48,15.34,-3.56,24.9594457,7.157454594,15900,14300
6/9/2008,12000,11.4,11.78,14.6,-3.2,24.9594457,8.63414418,13600,14600
6/10/2008,10700,10.66,11.4,13.34,-2.68,24.9594457,12.45657584,12000,15500
6/11/2008,9950,9.8,10.66,12.62,-2.82,21.07337054,5.284613297,10700,16700
6/12/2008,10500,9.6,9.8,12.48,-2.88,13.34244808,6.684511994,9950,17700
6/13/2008,10000,9.16,9.6,12.84,-3.68,6.341296514,9.561730771,10500,18300
6/14/2008,8360,8.32,9.16,12.48,-4.16,5.760215096,13.81784028,10000,15900
6/15/2008,8090,7.14,8.32,11.78,-4.64,4.464512845,16.17605295,8360,13600
6/16/2008,8680,6.42,7.14,11.4,-4.98,4.464512845,16.95974043,8090,12000
6/17/2008,9470,5.68,6.42,10.66,-4.98,4.464512845,17.25202683,8680,10700
6/18/2008,10100,5.28,5.68,9.8,-4.52,3.178506697,17.78232475,9470,9950
6/19/2008,10500,4.9,5.28,9.6,-4.7,0.231505827,15.73530729,10100,10500
6/20/2008,10900,4.58,4.9,9.16,-4.58,0.226795283,14.42068108,10500,10000
6/21/2008,10800,4.3,4.58,8.32,-4.02,0.226795283,15.74292734,10900,8360
6/22/2008,9910,4.04,4.3,7.14,-3.1,0.01127255,17.88806931,10800,8090
6/23/2008,9130,3.8,4.04,6.42,-2.62,0.106540269,16.85261433,9910,8680
6/24/2008,8690,3.48,3.8,5.68,-2.2,0.125573912,17.20588609,9130,9470
6/25/2008,8530,3.18,3.48,5.28,-2.1,0.166163366,18.52075498,8690,10100
6/26/2008,8270,2.92,3.18,4.9,-1.98,0.166163366,18.44326473,8530,10500
6/27/2008,8070,2.58,2.92,4.58,-2,0.166163366,17.74378489,8270,10900
6/28/2008,7820,2.22,2.58,4.3,-2.08,0.166163366,16.70084059,8070,10800
6/29/2008,7420,1.88,2.22,4.04,-2.16,0.166163366,17.46218983,7820,9910
6/30/2008,6950,1.48,1.88,3.8,-2.32,0.070895646,19.04134222,7420,9130
7/1/2008,6590,1.04,1.48,3.48,-2.44,0.051862003,18.61628341,6950,8690
7/2/2008,6130,0.66,1.04,3.18,-2.52,0.171892282,18.89269816,6590,8530
7/3/2008,5720,0.3,0.66,2.92,-2.62,0.583090044,18.43006747,6130,8270
7/4/2008,5480,0.04,0.3,2.58,-2.54,0.588067909,20.29572552,5720,8070
7/5/2008,4980,0,0.04,2.22,-2.22,0.588067909,20.23226279,5480,7820
7/6/2008,4440,0,0,1.88,-1.88,0.588067909,18.02760462,4980,7420
7/7/2008,3920,0,0,1.48,-1.48,0.812437829,17.68125152,4440,6950
7/8/2008,3630,0,0,1.04,-1.04,0.812437829,18.07769092,3920,6590
7/9/2008,3260,0,0,0.66,-0.66,0.640545547,19.15364689,3630,6130
7/10/2008,2930,0,0,0.3,-0.3,0.229347785,19.35700687,3260,5720
7/11/2008,2610,0,0,0.04,-0.04,0.22436992,18.88298191,2930,5480
7/12/2008,2320,0,0,0,0,0.22436992,16.48204561,2610,4980
7/13/2008,2090,0,0,0,0,0.22436992,17.70742102,2320,4440
7/14/2008,1900,0,0,0,0,0,18.57133756,2090,3920
7/15/2008,1720,0,0,0,0,0,18.03657871,1900,3630
7/16/2008,1540,0,0,0,0,0,18.84141659,1720,3260
7/17/2008,1410,0,0,0,0,0,18.37653296,1540,2930
7/18/2008,1320,0,0,0,0,0.056046878,18.9958797,1410,2610
7/19/2008,1240,0,0,0,0,0.056046878,20.10357897,1320,2320
7/20/2008,1210,0,0,0,0,0.063163776,21.10856721,1240,2090
7/21/2008,1160,0,0,0,0,0.063163776,21.00006226,1210,1900
7/22/2008,1060,0,0,0,0,0.156771919,20.79317506,1160,1720
7/23/2008,950,0,0,0,0,1.243212716,19.86505702,1060,1540
7/24/2008,868,0,0,0,0,1.854005067,20.31961574,950,1410
7/25/2008,1050,0,0,0,0,1.956007955,21.20573632,868,1320
7/26/2008,1090,0,0,0,0,1.956007955,21.29923161,1050,1240
7/27/2008,921,0,0,0,0,1.962622109,20.96390766,1090,1210
7/28/2008,816,0,0,0,0,2.013554046,17.61628437,921,1160
7/29/2008,755,0,0,0,0,3.12834246,19.01198711,816,1060
7/30/2008,722,0,0,0,0,2.041901663,19.72324435,755,950
7/31/2008,696,0,0,0,0,1.435819855,20.81803637,722,868
8/1/2008,614,0,0,0,0,1.277770091,21.60064162,696,1050
8/2/2008,536,0,0,0,0,1.277770091,21.23092471,614,1090
